OrderID,CustomerID,OrderDate,ShipDate,ShipMode,Country,Region,City,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit
445,412,2023-10-26,2023-11-15,Standard Class,India,East,Kolkata,Consumer,Technology,Phones,585.65,10,0.36,938.56
446,87,2023-05-04,2023-10-02,Second Class,India,North,Hyderabad,Corporate,Technology,Accessories,1680.9,8,0.42,976.94
447,270,2023-02-18,2023-05-14,Same Day,India,North,Bengaluru,Corporate,Furniture,Tables,3549.89,2,0.22,133.55
448,36,2023-05-23,2023-08-01,First Class,India,East,Hyderabad,Consumer,Office Supplies,Tables,3992.91,1,0.25,716.45
449,47,2023-07-16,2023-08-14,Second Class,India,East,Bengaluru,Consumer,Technology,Chairs,541.23,6,0.11,-92.32
450,39,2023-06-07,2023-06-27,Same Day,India,South,Bengaluru,Corporate,Office Supplies,Tables,1741.69,3,0.38,590.09
451,383,2023-06-11,2023-08-12,Same Day,India,North,Hyderabad,Consumer,Technology,Tables,2403.59,6,0.22,143.79
452,499,2023-12-06,2023-12-09,Same Day,India,South,Chennai,Home Office,Technology,Tables,2999.41,6,0.14,712.1
453,62,2023-06-04,2023-11-18,Same Day,India,East,Delhi,Corporate,Technology,Binders,2698.22,10,0.1,626.51
454,331,2023-09-10,2023-09-29,Second Class,India,South,Mumbai,Consumer,Furniture,Chairs,2443.98,8,0.34,638.65
455,96,2023-01-23,2023-04-16,Same Day,India,North,Bengaluru,Home Office,Technology,Accessories,4444.93,6,0.04,-87.54
456,237,2023-05-05,2023-12-27,Standard Class,India,North,Pune,Home Office,Furniture,Accessories,3272.56,9,0.34,911.74
457,150,2023-02-02,2023-08-28,Same Day,India,West,Kolkata,Consumer,Technology,Chairs,1311.41,6,0.08,-17.94
458,100,2023-02-18,2023-07-03,Standard Class,India,South,Kolkata,Consumer,Technology,Phones,2818.99,6,0.1,475.72
459,447,2023-12-12,2023-12-30,Same Day,India,West,Pune,Home Office,Office Supplies,Phones,794.19,10,0.28,521.64
460,400,2023-06-09,2023-11-12,First Class,India,West,Hyderabad,Home Office,Office Supplies,Tables,442.28,2,0.08,100.62
461,343,2023-09-13,2023-12-21,Same Day,India,South,Mumbai,Corporate,Office Supplies,Binders,3220.68,8,0.08,784.11
462,231,2023-02-07,2023-02-18,First Class,India,South,Delhi,Consumer,Technology,Phones,214.52,4,0.36,274.25
463,280,2023-12-28,2023-12-30,First Class,India,South,Hyderabad,Consumer,Furniture,Chairs,1559.87,3,0.29,588.18
464,24,2023-09-18,2023-12-01,Same Day,India,South,Pune,Home Office,Technology,Tables,3501.35,5,0.15,850.48
465,31,2023-06-25,2024-01-08,Second Class,India,North,Kolkata,Corporate,Office Supplies,Binders,2742.86,4,0.36,794.84
466,28,2023-11-28,2023-12-16,Same Day,India,West,Mumbai,Consumer,Technology,Phones,918.61,2,0.4,353.64
467,364,2023-06-25,2023-11-17,Standard Class,India,South,Bengaluru,Corporate,Furniture,Chairs,4494.43,6,0.47,816.49
468,312,2023-06-09,2023-09-22,Second Class,India,North,Chennai,Consumer,Office Supplies,Accessories,3277.23,5,0.46,854.55
469,415,2023-12-11,2023-12-16,Same Day,India,East,Bengaluru,Home Office,Furniture,Binders,497.91,4,0.41,635.49
470,206,2023-01-16,2023-07-16,First Class,India,South,Bengaluru,Consumer,Technology,Tables,422.8,5,0.24,882.85
471,469,2023-05-02,2023-09-30,First Class,India,West,Delhi,Consumer,Technology,Binders,206.22,3,0.19,484.88
472,276,2023-04-10,2023-08-20,Same Day,India,North,Delhi,Corporate,Technology,Tables,4949.8,4,0.16,10.52
473,185,2023-05-11,2023-12-19,Standard Class,India,East,Chennai,Home Office,Furniture,Chairs,1481.88,6,0.19,447.93
474,163,2023-12-19,2023-12-20,Same Day,India,South,Bengaluru,Consumer,Technology,Chairs,2844.68,3,0.3,485.91
475,312,2023-09-22,2023-11-25,Same Day,India,South,Chennai,Consumer,Furniture,Chairs,1117.32,7,0.24,300.32
476,55,2023-01-18,2023-10-01,Second Class,India,East,Bengaluru,Home Office,Furniture,Phones,1461.98,10,0.23,395.69
477,31,2023-06-15,2023-07-19,Same Day,India,North,Pune,Consumer,Office Supplies,Accessories,4728.26,4,0.24,359.17
478,166,2023-01-02,2023-07-13,Same Day,India,South,Chennai,Home Office,Technology,Tables,269.15,6,0.13,818.33
479,129,2023-02-19,2023-04-22,Standard Class,India,West,Kolkata,Home Office,Office Supplies,Chairs,3574.25,8,0.05,571.76
480,313,2023-09-30,2023-10-16,First Class,India,East,Hyderabad,Consumer,Office Supplies,Tables,4834.37,9,0.17,582.3
481,271,2023-09-06,2023-12-13,Second Class,India,West,Delhi,Corporate,Office Supplies,Phones,543.76,6,0.12,188.89
482,241,2023-01-27,2023-04-01,First Class,India,South,Bengaluru,Home Office,Technology,Binders,3189.62,6,0.18,433.66
483,168,2023-12-11,2023-12-21,Second Class,India,East,Delhi,Home Office,Office Supplies,Chairs,4757.21,1,0.42,645.48
484,293,2023-05-16,2023-07-21,First Class,India,South,Chennai,Corporate,Furniture,Phones,4133.74,3,0.23,851.11
485,464,2023-05-01,2023-05-24,Standard Class,India,East,Mumbai,Corporate,Technology,Tables,1923.21,8,0.03,222.07
486,130,2023-10-31,2023-12-05,Standard Class,India,South,Kolkata,Consumer,Office Supplies,Binders,523.09,5,0.29,56.11
487,420,2023-12-28,2024-01-06,First Class,India,South,Delhi,Corporate,Technology,Chairs,3770.68,6,0.06,-68.88
488,350,2023-09-05,2023-11-21,Standard Class,India,North,Hyderabad,Home Office,Furniture,Phones,1470.15,7,0.04,79.26
489,70,2023-10-30,2023-11-22,Same Day,India,East,Delhi,Home Office,Technology,Tables,4258.59,9,0.34,24.05
490,432,2023-05-21,2023-07-12,Same Day,India,West,Pune,Home Office,Technology,Phones,4016.58,8,0.06,9.45
491,416,2023-02-10,2023-05-11,Standard Class,India,West,Bengaluru,Consumer,Office Supplies,Tables,585.34,10,0.35,802.02
492,368,2023-04-26,2023-11-12,First Class,India,West,Chennai,Consumer,Furniture,Chairs,2812.56,2,0.46,162.05
493,15,2023-11-28,2023-12-25,Second Class,India,East,Kolkata,Home Office,Furniture,Chairs,541.59,9,0.02,-70.68
494,288,2023-02-17,2023-12-22,Second Class,India,North,Hyderabad,Corporate,Furniture,Accessories,4265.03,10,0.31,809.12
495,262,2023-08-28,2023-10-25,First Class,India,East,Hyderabad,Consumer,Furniture,Phones,3552.24,8,0.32,335.06
496,197,2023-07-25,2023-09-09,Same Day,India,West,Kolkata,Home Office,Technology,Binders,3121.79,6,0.19,91.69
497,211,2023-12-30,2024-01-03,Same Day,India,North,Chennai,Corporate,Office Supplies,Phones,1099.76,8,0.01,283.24
498,45,2023-01-10,2023-11-12,Second Class,India,North,Pune,Home Office,Technology,Tables,4114.33,10,0.09,-35.43
499,317,2023-11-10,2023-11-29,Same Day,India,West,Delhi,Consumer,Technology,Tables,87.02,5,0.33,-45.67
500,444,2023-06-08,2023-10-10,Standard Class,India,East,Delhi,Home Office,Furniture,Phones,2208.05,10,0.22,64.03
501,469,2023-10-26,2023-11-16,Standard Class,India,South,Pune,Home Office,Technology,Phones,2187.12,1,0.07,450.84
502,162,2023-05-21,2024-01-09,Standard Class,India,South,Pune,Corporate,Technology,Tables,3402.24,9,0.36,567.78
503,335,2023-06-13,2023-10-09,Standard Class,India,East,Mumbai,Home Office,Office Supplies,Chairs,4705.29,7,0.38,781.15
504,95,2023-02-27,2023-09-06,Standard Class,India,East,Hyderabad,Consumer,Office Supplies,Tables,4619.0,9,0.37,758.45
505,50,2023-10-09,2023-12-01,Second Class,India,North,Hyderabad,Consumer,Furniture,Chairs,1684.05,10,0.06,936.99
506,261,2023-05-07,2023-10-30,Same Day,India,West,Delhi,Corporate,Office Supplies,Accessories,443.34,9,0.19,108.31
507,313,2023-02-10,2023-05-12,Standard Class,India,West,Pune,Consumer,Furniture,Phones,3360.24,7,0.27,803.7
508,376,2023-06-06,2023-08-06,First Class,India,North,Chennai,Consumer,Furniture,Chairs,1320.69,6,0.21,452.06
509,122,2023-11-02,2023-11-18,Second Class,India,South,Bengaluru,Corporate,Technology,Tables,3626.07,9,0.09,-20.52
510,446,2023-08-07,2023-09-23,First Class,India,South,Kolkata,Home Office,Technology,Tables,3660.01,3,0.28,86.24
511,301,2023-07-22,2023-11-19,Second Class,India,North,Mumbai,Home Office,Technology,Accessories,2446.1,4,0.16,863.5
512,171,2023-07-15,2024-01-06,Standard Class,India,North,Chennai,Home Office,Office Supplies,Chairs,447.3,10,0.35,210.24
513,272,2023-02-26,2023-06-15,Standard Class,India,East,Mumbai,Home Office,Furniture,Binders,728.68,6,0.11,786.83
514,158,2023-10-11,2023-10-20,Standard Class,India,North,Bengaluru,Home Office,Office Supplies,Binders,3500.43,6,0.47,325.17
515,428,2023-12-15,2023-12-29,Standard Class,India,South,Hyderabad,Home Office,Office Supplies,Phones,1389.02,7,0.07,-29.5
516,484,2023-07-21,2023-09-15,Standard Class,India,South,Bengaluru,Home Office,Technology,Chairs,4010.32,6,0.18,47.89
517,331,2023-04-09,2023-09-23,First Class,India,East,Chennai,Corporate,Office Supplies,Tables,3939.3,8,0.49,285.87
518,176,2023-08-18,2023-09-04,Same Day,India,North,Bengaluru,Home Office,Furniture,Phones,3579.48,7,0.0,328.53
519,7,2023-04-22,2023-11-03,Standard Class,India,West,Mumbai,Home Office,Technology,Tables,3148.31,10,0.4,192.32
520,371,2023-11-22,2024-01-05,Same Day,India,East,Kolkata,Home Office,Office Supplies,Accessories,4625.97,3,0.23,450.82
521,394,2023-03-05,2023-03-17,Same Day,India,West,Mumbai,Home Office,Technology,Phones,887.29,9,0.1,789.0
522,389,2023-08-10,2023-12-25,First Class,India,South,Kolkata,Consumer,Technology,Accessories,2184.34,7,0.49,449.49
523,311,2023-07-22,2023-10-12,Standard Class,India,North,Hyderabad,Home Office,Office Supplies,Binders,3357.73,9,0.48,-50.36
524,34,2023-03-12,2023-08-08,Second Class,India,South,Bengaluru,Home Office,Office Supplies,Binders,4695.93,5,0.38,289.36
525,145,2023-12-15,2024-01-04,First Class,India,North,Delhi,Home Office,Office Supplies,Phones,643.02,6,0.34,745.52
526,494,2023-03-28,2023-11-16,Second Class,India,East,Hyderabad,Home Office,Furniture,Chairs,2833.77,7,0.33,738.4
527,57,2023-03-04,2023-05-19,Standard Class,India,North,Delhi,Corporate,Furniture,Accessories,942.61,4,0.02,-31.84
528,393,2023-08-03,2023-08-15,Same Day,India,South,Hyderabad,Consumer,Office Supplies,Phones,3285.54,5,0.27,439.54
529,382,2023-11-09,2023-12-09,First Class,India,East,Pune,Corporate,Technology,Accessories,3483.35,1,0.02,-62.45
530,307,2023-06-18,2023-07-23,Same Day,India,South,Mumbai,Home Office,Technology,Accessories,2705.16,4,0.08,902.2
531,55,2023-09-06,2023-12-21,Second Class,India,East,Kolkata,Corporate,Office Supplies,Accessories,3019.22,9,0.36,570.74
532,189,2023-05-06,2023-09-11,Same Day,India,West,Hyderabad,Corporate,Office Supplies,Accessories,2512.67,7,0.5,710.57
533,492,2023-12-14,2023-12-23,Same Day,India,West,Mumbai,Corporate,Furniture,Phones,4687.55,9,0.24,597.21
534,133,2023-07-02,2023-08-15,Standard Class,India,North,Delhi,Home Office,Office Supplies,Tables,4043.54,5,0.1,602.71
535,237,2023-12-25,2023-12-26,Second Class,India,North,Bengaluru,Home Office,Technology,Phones,749.82,3,0.4,221.85
536,125,2023-10-15,2023-11-17,Standard Class,India,North,Pune,Consumer,Technology,Chairs,205.21,8,0.35,537.78
537,70,2023-05-23,2023-07-28,Second Class,India,South,Delhi,Home Office,Furniture,Phones,3399.83,1,0.01,-99.19
538,58,2023-11-17,2023-12-17,First Class,India,East,Kolkata,Home Office,Office Supplies,Accessories,925.76,10,0.13,973.13
539,10,2023-09-15,2023-10-12,Same Day,India,East,Chennai,Home Office,Office Supplies,Tables,1543.77,3,0.18,763.63
540,277,2023-02-04,2023-11-06,Second Class,India,North,Chennai,Home Office,Technology,Phones,657.06,9,0.27,710.92
541,86,2023-03-18,2023-12-31,Same Day,India,South,Bengaluru,Consumer,Technology,Accessories,4083.56,1,0.2,361.68
542,119,2023-05-03,2023-05-19,Standard Class,India,North,Pune,Home Office,Furniture,Binders,1771.01,9,0.47,510.34
543,266,2023-12-06,2023-12-24,Second Class,India,East,Bengaluru,Corporate,Office Supplies,Phones,1211.11,3,0.39,932.66
544,332,2023-07-30,2023-12-18,Second Class,India,South,Kolkata,Home Office,Technology,Tables,407.08,1,0.34,414.04
545,57,2023-12-31,2024-01-08,First Class,India,East,Chennai,Corporate,Technology,Phones,418.89,6,0.34,496.57
546,335,2023-11-04,2023-12-16,Standard Class,India,North,Chennai,Home Office,Technology,Phones,4947.99,3,0.2,868.71
547,406,2023-06-09,2023-07-12,Standard Class,India,East,Pune,Consumer,Technology,Chairs,1182.43,1,0.02,934.23
548,87,2023-11-14,2023-12-29,Standard Class,India,East,Chennai,Consumer,Office Supplies,Chairs,3038.58,4,0.35,540.3
549,386,2023-10-16,2024-01-02,Standard Class,India,South,Bengaluru,Home Office,Office Supplies,Binders,1337.45,10,0.41,905.16
550,148,2023-12-18,2024-01-08,Second Class,India,East,Mumbai,Consumer,Office Supplies,Chairs,1195.51,10,0.48,604.94
551,124,2023-03-19,2023-09-17,First Class,India,West,Hyderabad,Corporate,Office Supplies,Accessories,3249.39,8,0.13,-36.02
552,16,2023-09-01,2023-11-28,Same Day,India,East,Delhi,Corporate,Technology,Binders,2471.31,10,0.24,792.15
553,390,2023-03-20,2023-11-02,Second Class,India,East,Bengaluru,Corporate,Office Supplies,Tables,4055.33,1,0.09,574.81
554,127,2023-08-13,2023-09-07,Standard Class,India,North,Pune,Corporate,Technology,Tables,4968.84,1,0.07,316.94
555,305,2023-11-04,2023-11-11,Second Class,India,West,Bengaluru,Corporate,Technology,Binders,3320.36,4,0.01,770.92
556,79,2023-06-13,2023-06-24,Same Day,India,East,Bengaluru,Home Office,Office Supplies,Accessories,157.08,2,0.04,-74.21
557,250,2023-08-30,2023-09-19,Standard Class,India,West,Delhi,Corporate,Furniture,Tables,3401.29,7,0.31,741.08
558,158,2023-03-14,2023-06-26,Same Day,India,West,Chennai,Consumer,Furniture,Chairs,320.31,5,0.26,341.67
559,144,2023-04-08,2023-08-28,Same Day,India,South,Bengaluru,Home Office,Furniture,Phones,1343.59,3,0.04,782.14
560,345,2023-02-28,2023-03-31,Same Day,India,East,Pune,Corporate,Furniture,Binders,4114.76,7,0.45,925.97
561,18,2023-11-07,2023-11-11,Standard Class,India,East,Pune,Home Office,Furniture,Chairs,1366.67,6,0.36,963.57
562,246,2023-10-26,2023-12-04,Standard Class,India,South,Bengaluru,Corporate,Furniture,Tables,1007.15,2,0.04,-94.87
563,196,2023-01-20,2023-06-10,First Class,India,East,Chennai,Home Office,Furniture,Tables,3724.39,5,0.02,455.85
564,83,2023-07-26,2023-09-04,Standard Class,India,West,Chennai,Consumer,Office Supplies,Tables,640.61,9,0.1,585.46
565,452,2023-02-08,2023-07-10,Standard Class,India,West,Delhi,Corporate,Office Supplies,Chairs,2317.87,2,0.11,553.62
566,200,2023-07-11,2023-09-18,Second Class,India,South,Delhi,Home Office,Furniture,Phones,4741.44,8,0.22,7.51
567,332,2023-12-08,2024-01-01,First Class,India,South,Delhi,Home Office,Office Supplies,Accessories,1417.86,9,0.47,167.46
568,334,2023-10-21,2023-12-13,First Class,India,East,Kolkata,Home Office,Furniture,Tables,1364.81,6,0.16,930.61
569,258,2023-04-19,2023-06-20,Same Day,India,South,Hyderabad,Consumer,Furniture,Phones,2513.86,4,0.19,568.49
570,449,2023-03-25,2023-06-13,Standard Class,India,East,Kolkata,Corporate,Technology,Accessories,772.11,6,0.41,943.68
571,7,2023-03-27,2023-05-10,First Class,India,West,Bengaluru,Home Office,Technology,Tables,203.14,6,0.24,100.53
572,496,2023-02-17,2023-06-13,Standard Class,India,North,Delhi,Home Office,Office Supplies,Binders,2591.49,10,0.17,898.31
573,168,2023-12-24,2023-12-31,First Class,India,South,Delhi,Consumer,Furniture,Binders,910.56,1,0.13,906.02
574,175,2023-03-11,2023-12-02,Same Day,India,South,Pune,Corporate,Furniture,Tables,2706.99,10,0.32,540.31
575,4,2023-03-18,2023-10-29,Standard Class,India,South,Mumbai,Home Office,Technology,Tables,552.39,3,0.42,21.02
576,421,2023-09-06,2023-11-27,Standard Class,India,West,Hyderabad,Consumer,Office Supplies,Tables,2748.06,2,0.06,626.1
577,265,2023-03-08,2023-05-14,Second Class,India,West,Hyderabad,Home Office,Furniture,Binders,729.04,5,0.06,-17.48
578,60,2023-07-04,2023-09-29,First Class,India,South,Kolkata,Corporate,Furniture,Binders,3355.43,2,0.28,59.42
579,425,2023-09-16,2023-10-30,Same Day,India,North,Delhi,Consumer,Furniture,Accessories,3253.09,1,0.15,728.82
580,145,2023-06-25,2023-10-06,Same Day,India,West,Bengaluru,Corporate,Furniture,Binders,1628.54,8,0.07,814.76
581,121,2023-08-26,2023-12-01,Second Class,India,North,Delhi,Home Office,Office Supplies,Phones,4163.02,9,0.32,369.14
582,389,2023-07-29,2023-12-24,Same Day,India,West,Pune,Consumer,Technology,Chairs,4092.39,9,0.11,495.84
583,411,2023-07-07,2023-10-25,Standard Class,India,North,Chennai,Corporate,Furniture,Chairs,852.17,5,0.06,83.68
584,171,2023-06-29,2023-08-17,Second Class,India,North,Hyderabad,Consumer,Furniture,Binders,1448.04,2,0.32,659.3
585,122,2023-10-03,2023-11-08,First Class,India,South,Chennai,Corporate,Furniture,Phones,4719.27,7,0.15,-8.88
586,480,2023-10-05,2023-10-26,Second Class,India,West,Delhi,Consumer,Furniture,Binders,4951.84,2,0.48,881.29
587,323,2023-06-17,2023-07-02,Second Class,India,South,Hyderabad,Corporate,Furniture,Tables,1093.14,9,0.34,569.64
588,252,2023-07-31,2023-11-16,Second Class,India,West,Hyderabad,Home Office,Furniture,Chairs,2520.94,6,0.45,214.25
589,414,2023-09-24,2023-11-29,Same Day,India,North,Kolkata,Home Office,Technology,Tables,2205.99,1,0.02,127.67
590,308,2023-05-05,2023-05-24,First Class,India,East,Pune,Consumer,Office Supplies,Tables,3182.75,1,0.06,76.7
591,206,2023-10-16,2023-12-11,Second Class,India,North,Hyderabad,Consumer,Technology,Chairs,3622.32,5,0.09,100.78
592,107,2023-08-27,2023-10-15,Second Class,India,West,Hyderabad,Corporate,Technology,Tables,1297.89,6,0.33,622.32
593,254,2023-03-19,2023-11-06,Same Day,India,North,Kolkata,Consumer,Office Supplies,Binders,3772.57,1,0.25,88.96
594,215,2023-10-25,2023-12-03,Second Class,India,West,Hyderabad,Consumer,Technology,Binders,4575.15,3,0.15,378.59
595,293,2023-12-24,2024-01-06,First Class,India,West,Hyderabad,Consumer,Office Supplies,Chairs,1731.07,7,0.09,459.44
596,194,2023-02-22,2023-10-22,Same Day,India,North,Chennai,Consumer,Furniture,Binders,1219.28,7,0.44,716.14
597,443,2023-01-12,2023-05-11,Second Class,India,West,Hyderabad,Home Office,Technology,Binders,2670.76,9,0.23,909.41
598,222,2023-12-04,2023-12-06,Second Class,India,West,Delhi,Home Office,Furniture,Binders,2519.1,8,0.21,532.19
599,348,2023-06-24,2023-07-04,Standard Class,India,East,Bengaluru,Corporate,Office Supplies,Chairs,3032.94,4,0.3,-61.71
600,147,2023-01-27,2023-10-29,Second Class,India,West,Hyderabad,Consumer,Technology,Tables,1562.59,2,0.39,459.34
601,39,2023-05-25,2023-07-16,Second Class,India,North,Pune,Corporate,Technology,Binders,529.9,7,0.3,951.11
602,235,2023-05-30,2023-10-14,Same Day,India,West,Hyderabad,Corporate,Technology,Phones,731.43,3,0.46,753.26
603,488,2023-05-28,2023-07-09,Standard Class,India,South,Bengaluru,Home Office,Technology,Accessories,3880.4,8,0.17,123.98
604,95,2023-12-31,2024-01-09,Same Day,India,East,Pune,Home Office,Technology,Phones,3160.95,3,0.46,327.0
605,468,2023-04-28,2023-12-09,Same Day,India,East,Mumbai,Consumer,Technology,Chairs,4883.69,1,0.44,11.29
606,286,2023-01-31,2023-06-07,Same Day,India,East,Hyderabad,Corporate,Furniture,Binders,3316.38,8,0.11,411.25
607,401,2023-07-28,2023-10-29,Standard Class,India,South,Bengaluru,Home Office,Furniture,Chairs,3914.49,6,0.13,348.73
608,348,2023-02-28,2023-04-16,Second Class,India,South,Bengaluru,Consumer,Furniture,Tables,808.97,7,0.46,900.7
609,345,2023-05-15,2023-09-07,Standard Class,India,North,Pune,Home Office,Technology,Chairs,1041.4,5,0.27,964.14
610,497,2023-09-03,2023-12-15,Same Day,India,North,Delhi,Consumer,Office Supplies,Chairs,3482.66,6,0.39,475.57
611,227,2023-12-02,2023-12-30,First Class,India,South,Chennai,Consumer,Office Supplies,Accessories,326.76,4,0.49,-5.9
612,64,2023-09-19,2023-10-08,First Class,India,East,Mumbai,Consumer,Technology,Binders,3545.21,9,0.4,297.31
613,499,2023-03-27,2023-07-11,Second Class,India,South,Kolkata,Corporate,Technology,Accessories,945.63,1,0.45,757.16
614,122,2023-05-11,2023-08-27,Second Class,India,East,Kolkata,Corporate,Furniture,Accessories,1445.52,8,0.26,131.53
615,315,2023-11-05,2023-11-24,First Class,India,North,Bengaluru,Consumer,Technology,Accessories,3862.34,9,0.27,991.25
616,172,2023-05-17,2023-05-25,Standard Class,India,North,Mumbai,Consumer,Office Supplies,Tables,4255.9,8,0.31,-43.47
617,269,2023-06-11,2023-07-14,Same Day,India,East,Kolkata,Consumer,Technology,Binders,412.16,8,0.06,-82.28
618,151,2023-06-06,2023-10-26,First Class,India,South,Delhi,Corporate,Office Supplies,Accessories,1656.42,3,0.13,854.8
619,5,2023-04-04,2023-12-15,Standard Class,India,East,Mumbai,Consumer,Office Supplies,Tables,289.72,7,0.15,83.21
620,332,2023-01-18,2023-04-04,Same Day,India,East,Mumbai,Home Office,Technology,Accessories,1633.75,9,0.18,447.17
621,500,2023-08-12,2023-09-13,First Class,India,South,Pune,Home Office,Technology,Phones,2018.04,9,0.16,461.3
622,36,2023-05-30,2023-11-21,Same Day,India,East,Delhi,Corporate,Technology,Tables,664.07,8,0.11,861.92
623,258,2023-07-19,2023-08-31,First Class,India,East,Bengaluru,Home Office,Technology,Binders,4630.87,9,0.17,810.95
624,403,2023-12-04,2023-12-11,Standard Class,India,South,Kolkata,Corporate,Technology,Accessories,1681.18,2,0.48,166.96
625,30,2023-01-03,2023-01-12,Second Class,India,West,Hyderabad,Corporate,Technology,Tables,3826.22,1,0.35,685.14
626,115,2023-08-25,2023-09-28,Second Class,India,East,Bengaluru,Consumer,Technology,Binders,3584.96,5,0.46,375.52
627,58,2023-04-11,2023-12-19,Second Class,India,North,Bengaluru,Consumer,Furniture,Phones,4243.59,1,0.41,521.57
628,71,2023-05-28,2023-12-11,Second Class,India,South,Hyderabad,Corporate,Technology,Phones,3717.02,10,0.24,-43.62
629,32,2023-09-13,2023-12-01,First Class,India,North,Chennai,Corporate,Office Supplies,Binders,3041.7,4,0.39,958.17
630,443,2023-03-17,2023-10-26,Standard Class,India,North,Bengaluru,Home Office,Furniture,Accessories,2383.01,4,0.28,532.7
631,148,2023-11-04,2023-12-16,Same Day,India,East,Pune,Consumer,Office Supplies,Binders,3745.78,3,0.4,977.44
632,474,2023-06-21,2023-09-26,First Class,India,South,Hyderabad,Home Office,Technology,Accessories,4031.09,9,0.42,498.79
633,146,2023-10-09,2024-01-09,Second Class,India,North,Pune,Home Office,Furniture,Chairs,4132.61,7,0.35,728.48
634,126,2023-08-24,2023-09-20,Second Class,India,South,Pune,Home Office,Office Supplies,Phones,289.19,4,0.23,614.75
635,343,2023-04-30,2023-12-28,First Class,India,North,Pune,Home Office,Technology,Phones,456.56,2,0.13,-98.28
636,353,2023-11-26,2023-12-19,Same Day,India,East,Bengaluru,Home Office,Office Supplies,Accessories,1064.45,1,0.03,12.44
637,412,2023-03-10,2023-05-31,Same Day,India,East,Mumbai,Home Office,Office Supplies,Accessories,4654.67,6,0.12,64.88
638,220,2023-09-15,2023-12-16,Same Day,India,East,Kolkata,Corporate,Technology,Tables,4979.17,4,0.46,148.12
639,249,2023-12-16,2024-01-07,Same Day,India,West,Bengaluru,Home Office,Technology,Phones,3328.44,8,0.41,63.56
640,45,2023-02-15,2023-11-18,First Class,India,West,Hyderabad,Corporate,Technology,Accessories,4855.56,2,0.42,259.6
641,476,2023-12-27,2024-01-05,First Class,India,West,Pune,Home Office,Furniture,Accessories,308.32,2,0.38,19.43
642,487,2023-09-07,2023-12-29,Same Day,India,South,Bengaluru,Consumer,Furniture,Phones,4486.87,1,0.18,464.55
643,473,2023-11-15,2023-12-17,Same Day,India,North,Chennai,Home Office,Technology,Tables,4524.07,5,0.1,153.75
644,389,2023-01-17,2023-01-17,First Class,India,East,Hyderabad,Corporate,Technology,Phones,2239.68,7,0.18,-48.33
645,444,2023-09-15,2023-10-26,First Class,India,East,Kolkata,Consumer,Office Supplies,Chairs,527.13,1,0.46,612.66
646,30,2023-01-31,2023-12-25,Second Class,India,North,Chennai,Consumer,Technology,Accessories,3368.43,5,0.31,812.18
647,497,2023-09-24,2024-01-06,Same Day,India,West,Bengaluru,Home Office,Technology,Phones,1867.14,5,0.23,698.36
648,310,2023-10-16,2023-11-16,Same Day,India,North,Delhi,Corporate,Furniture,Tables,4262.47,6,0.12,691.75
649,145,2023-05-24,2023-09-10,Standard Class,India,West,Pune,Consumer,Technology,Binders,4038.24,2,0.12,85.98
650,93,2023-01-21,2023-12-05,Second Class,India,North,Mumbai,Corporate,Office Supplies,Chairs,2901.11,8,0.27,329.4
651,109,2023-06-21,2023-08-03,Second Class,India,East,Pune,Home Office,Technology,Phones,1208.48,8,0.03,997.52
652,400,2023-09-19,2023-12-27,Standard Class,India,West,Chennai,Consumer,Technology,Tables,133.72,4,0.08,181.63
653,99,2023-05-16,2023-07-24,Second Class,India,North,Pune,Home Office,Office Supplies,Binders,813.47,9,0.19,71.48
654,49,2023-11-26,2023-12-07,Second Class,India,West,Bengaluru,Home Office,Technology,Phones,340.52,8,0.23,182.97
655,416,2023-04-17,2023-11-17,Second Class,India,South,Mumbai,Consumer,Furniture,Binders,538.3,3,0.29,741.55
656,443,2023-10-11,2023-10-15,Second Class,India,North,Mumbai,Corporate,Furniture,Chairs,4325.66,1,0.04,79.35
657,382,2023-06-01,2023-12-22,First Class,India,North,Hyderabad,Home Office,Furniture,Phones,1624.04,5,0.02,2.98
658,473,2023-05-08,2023-08-11,Same Day,India,South,Chennai,Corporate,Office Supplies,Binders,2625.42,2,0.44,573.17
659,460,2023-05-15,2023-07-17,Standard Class,India,South,Bengaluru,Corporate,Furniture,Tables,3869.45,10,0.29,541.57
660,102,2023-07-09,2024-01-02,Second Class,India,East,Chennai,Home Office,Office Supplies,Binders,768.4,3,0.39,641.53
661,475,2023-02-18,2023-06-25,First Class,India,South,Bengaluru,Consumer,Furniture,Binders,691.61,3,0.35,497.28
662,251,2023-02-21,2023-06-16,Second Class,India,West,Kolkata,Consumer,Office Supplies,Tables,3865.88,10,0.42,548.1
663,278,2023-01-31,2023-04-23,Standard Class,India,South,Chennai,Home Office,Furniture,Tables,4229.27,9,0.25,570.09
664,338,2023-11-23,2023-12-23,Same Day,India,West,Delhi,Consumer,Technology,Binders,1834.16,4,0.49,682.0
665,224,2023-07-22,2023-10-30,Second Class,India,West,Chennai,Home Office,Office Supplies,Tables,2395.14,8,0.43,262.6
666,461,2023-09-14,2024-01-03,Same Day,India,East,Hyderabad,Home Office,Office Supplies,Accessories,1600.34,1,0.36,483.03
667,81,2023-06-05,2023-12-02,Same Day,India,East,Hyderabad,Home Office,Office Supplies,Phones,479.04,6,0.16,419.56
